StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,B1_Q1,B1_Q2,B1_Q3,B1_Q4,B1_Q5,B1_Q6,B1_Q7,B1_Q8,B2_Q1,B2_Q2,B2_Q3,B2_Q4,B2_Q5,B2_Q6,B2_Q7,B2_Q8,B3_Q1,B3_Q2,B3_Q3,B3_Q4,B3_Q5,B3_Q6,B3_Q7,B3_Q8,age,gender,budget,diet,Q31_1,Q31_2,Q31_3,Random ID,Create New Field or Choose From Dropdown...
2023-05-08 08:01:37,2023-05-08 08:07:57,IP Address,62.167.161.184,100,380,True,2023-05-08 08:07:58,R_2DOK6s9UncSq28B,,,,,47.4209,8.4055,anonymous,EN,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,25,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-08 08:25:26,2023-05-08 08:27:53,IP Address,178.238.174.179,100,146,True,2023-05-08 08:27:53,R_3EhCt2LVJlWA6Zk,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,21,Female,1000-1500 CHF,Low calorie diet,Infrequently (a few times a month or less),Never,Usually (5+ times/week on average),2,
2023-05-08 08:24:37,2023-05-08 08:28:12,IP Address,51.154.47.27,100,214,True,2023-05-08 08:28:12,R_3k6UPxKdqjZrp8G,,,,,47.3512,8.5011,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,22,Male,1000-1500 CHF,High calorie diet,Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),1,
2023-05-08 08:25:58,2023-05-08 08:31:45,IP Address,178.197.216.34,100,347,True,2023-05-08 08:31:46,R_3OoGjpl6ZsB3uc9,,,,,47.3821,8.5728,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,18,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-08 08:29:18,2023-05-08 08:32:51,IP Address,102.114.105.39,100,213,True,2023-05-08 08:32:53,R_2Ptee1cvd99VpyD,,,,,-20.0412,57.5656,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Female,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 08:30:48,2023-05-08 08:33:10,IP Address,213.144.150.5,100,141,True,2023-05-08 08:33:11,R_1f6MHCOfHzSpphk,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Cooking,20,Female,< 1000 CHF,Food allergies,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 08:36:00,2023-05-08 08:39:39,IP Address,191.101.31.13,100,218,True,2023-05-08 08:39:40,R_8qyuwrMoAe7Frb3,,,,,48.9741,2.2042,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,20,Male,1000-1500 CHF,Vegan,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 08:33:57,2023-05-08 08:39:52,IP Address,213.237.83.56,100,355,True,2023-05-08 08:39:53,R_djvnnDSYyJdt0fn,,,,,55.7115,12.4884,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,25,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 08:39:42,2023-05-08 08:43:25,IP Address,178.197.203.12,100,222,True,2023-05-08 08:43:25,R_2UWo9nXYsm41gi2,,,,,46.9354,7.4271,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,19,Male,1500-2000 CHF,Food allergies,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-08 08:44:17,2023-05-08 08:46:37,IP Address,184.23.21.86,100,140,True,2023-05-08 08:46:38,R_33mAQKKGhQsFqjL,,,,,37.8637,-122.276,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Delivery,24,Female,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 08:42:28,2023-05-08 08:47:20,IP Address,195.176.112.232,100,291,True,2023-05-08 08:47:21,R_1f2xF9uhbhvQx4X,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Cooking,Restaurant,Delivery,Restaurant,Cooking,Cooking,Restaurant,23,Female,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 08:49:25,2023-05-08 08:52:20,IP Address,194.230.148.119,100,174,True,2023-05-08 08:52:20,R_3p4EM0IZ7D6hj8L,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,26,Female,2500-3000 CHF,Food allergies,Usually (5+ times/week on average),Sometimes (1-4 times a week),Sometimes (1-4 times a week),2,
2023-05-08 08:53:20,2023-05-08 08:54:31,IP Address,185.110.187.125,100,70,True,2023-05-08 08:54:32,R_6nV1SyVOfEAAaD7,,,,,47.3934,8.5163,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,26,Female,1000-1500 CHF,Low calorie diet,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 08:52:05,2023-05-08 08:55:27,IP Address,131.215.220.164,100,201,True,2023-05-08 08:55:27,R_3MceevH8Agrpnoz,,,,,34.1424,-118.1257,anonymous,EN,Cooking,Cooking,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Male,1500-2000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 08:56:51,2023-05-08 08:59:46,IP Address,78.192.100.199,100,174,True,2023-05-08 08:59:47,R_25zT9QYgReXXKpW,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Cooking,Cooking,Cooking,Cooking,Cooking,23,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 08:58:41,2023-05-08 09:02:07,IP Address,194.230.148.18,100,206,True,2023-05-08 09:02:08,R_1Pbp9klhiqXRl9n,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,18,Male,1000-1500 CHF,Low calorie diet,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 09:06:04,2023-05-08 09:10:43,IP Address,92.184.117.46,100,279,True,2023-05-08 09:10:43,R_2fIryDEnsVX5G8a,,,,,48.8611,2.3269,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Cooking,22,Male,< 1000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 09:06:36,2023-05-08 09:11:19,IP Address,46.193.68.237,100,282,True,2023-05-08 09:11:20,R_2YMb4z3dzrh9OGE,,,,,48.8138,2.3873,anonymous,EN,Cooking,Delivery,Restaurant,Delivery,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Male,< 1000 CHF,,Infrequently (a few times a month or less),Usually (5+ times/week on average),Sometimes (1-4 times a week),1,
2023-05-08 09:07:49,2023-05-08 09:11:23,IP Address,80.218.103.216,100,214,True,2023-05-08 09:11:24,R_3QLUydmKd80E6WI,,,,,47.4348,8.5629,anonymous,EN,,,,,,,,,Cooking,Delivery,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,24,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-08 09:06:02,2023-05-08 09:12:02,IP Address,92.184.102.30,100,359,True,2023-05-08 09:12:03,R_29poLsEtHBdEq7e,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Delivery,Restaurant,Delivery,Cooking,Restaurant,Cooking,Cooking,23,Female,1500-2000 CHF,,Usually (5+ times/week on average),Sometimes (1-4 times a week),Infrequently (a few times a month or less),3,
2023-05-08 09:09:02,2023-05-08 09:12:15,IP Address,37.166.148.99,100,193,True,2023-05-08 09:12:16,R_1pYTcYVs0JF9Ogp,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 09:12:54,2023-05-08 09:15:32,IP Address,178.197.220.9,100,158,True,2023-05-08 09:15:33,R_115UsScKCIEev9a,,,,,47.3433,8.5394,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,21,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-08 09:13:00,2023-05-08 09:16:49,IP Address,195.176.112.151,100,229,True,2023-05-08 09:16:49,R_dnyvo9K3xC06LoB,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Cooking,23,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 09:17:31,2023-05-08 09:19:57,IP Address,31.34.178.147,100,146,True,2023-05-08 09:19:58,R_3CPe3Sxpy58LJoy,,,,,47.3285,-0.055,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Cooking,Cooking,Cooking,Delivery,Cooking,24,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 09:16:16,2023-05-08 09:21:37,IP Address,77.204.105.97,100,320,True,2023-05-08 09:21:37,R_10MnwCQ1J6SDxeM,,,,,48.7144,2.2463,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,21,Other or Prefer not to answer,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 09:27:18,2023-05-08 09:29:52,IP Address,178.197.232.233,100,153,True,2023-05-08 09:29:52,R_22Js5DxJ7yLSgME,,,,,46.9571,7.4413,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,22,Female,1000-1500 CHF,Low calorie diet,Infrequently (a few times a month or less),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-08 09:11:59,2023-05-08 09:30:16,IP Address,77.141.194.31,100,1097,True,2023-05-08 09:30:17,R_2v0nd85rjefKm5J,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Restaurant,Cooking,Restaurant,,,,,,,,,23,Male,< 1000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-08 09:29:23,2023-05-08 09:31:35,IP Address,193.144.12.133,100,131,True,2023-05-08 09:31:35,R_31mYHBLCyqL9HCk,,,,,41.6133,0.6269,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,22,Female,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 09:33:31,2023-05-08 09:38:21,IP Address,89.85.253.89,100,290,True,2023-05-08 09:38:22,R_29js5w5GB4Qs9E9,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Delivery,Restaurant,Cooking,Delivery,Cooking,24,Male,< 1000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-08 09:33:20,2023-05-08 09:40:58,IP Address,194.230.148.102,100,458,True,2023-05-08 09:40:59,R_D2YZI6w7LtQA8Q9,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,20,Female,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 09:40:39,2023-05-08 09:44:37,IP Address,88.125.248.225,100,237,True,2023-05-08 09:44:37,R_1mKrmyCcMry2FVK,,,,,48.8948,2.2874,anonymous,EN,Cooking,Delivery,Restaurant,Cooking,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-08 09:42:05,2023-05-08 09:47:08,IP Address,109.202.209.172,100,302,True,2023-05-08 09:47:09,R_1i3z2HsYZuIoUT9,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),1,
2023-05-08 09:52:33,2023-05-08 09:53:36,IP Address,31.10.154.203,100,63,True,2023-05-08 09:53:37,R_2wTC05ObGNiwWKY,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,22,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-08 09:55:41,2023-05-08 10:01:50,IP Address,88.167.224.180,100,368,True,2023-05-08 10:01:52,R_28NVus6SlZnLfBP,,,,,49.0119,1.9738,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Delivery,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,24,Female,< 1000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 09:53:06,2023-05-08 10:01:53,IP Address,88.167.224.180,100,527,True,2023-05-08 10:01:54,R_1qVBqU0Z19kSLfJ,,,,,49.0119,1.9738,anonymous,EN,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-08 10:02:35,2023-05-08 10:06:27,IP Address,146.247.166.69,100,231,True,2023-05-08 10:06:27,R_10N5l1fxCX6qYtX,,,,,56.8746,14.8124,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Delivery,Cooking,23,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 10:03:50,2023-05-08 10:08:27,IP Address,213.55.164.235,100,276,True,2023-05-08 10:08:27,R_21AO6gT7mp9c9c2,,,,,46.4315,6.8825,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,25,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 10:05:54,2023-05-08 10:08:56,IP Address,37.169.151.235,100,182,True,2023-05-08 10:08:56,R_27d5m8c8oGfDYf4,,,,,48.8582,2.3387,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,24,Male,< 1000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-08 10:05:51,2023-05-08 10:09:06,IP Address,37.171.204.201,100,195,True,2023-05-08 10:09:07,R_6SthFojXvyCwsjn,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Delivery,Delivery,Restaurant,Cooking,Restaurant,Cooking,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Usually (5+ times/week on average),3,
2023-05-08 10:07:42,2023-05-08 10:10:50,IP Address,77.201.21.28,100,188,True,2023-05-08 10:10:51,R_se37o69pHECTQs1,,,,,48.8527,2.1381,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Restaurant,Restaurant,Delivery,Delivery,Cooking,23,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 10:08:31,2023-05-08 10:10:52,IP Address,91.162.172.136,100,140,True,2023-05-08 10:10:52,R_2X5Sf8uQVYbZ4bT,,,,,48.7283,2.2815,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Delivery,Delivery,29,Female,2000-2500 CHF,"Vegetarian,Food allergies,High calorie diet",Usually (5+ times/week on average),Usually (5+ times/week on average),Usually (5+ times/week on average),3,
2023-05-08 10:11:22,2023-05-08 10:13:10,IP Address,147.12.251.16,100,108,True,2023-05-08 10:13:11,R_1OjBosOv2C5O86M,,,,,51.5026,-0.066,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-08 10:11:37,2023-05-08 10:14:49,IP Address,213.55.226.235,100,192,True,2023-05-08 10:14:50,R_2uBrTBtV44sDpfJ,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,20,Male,1500-2000 CHF,,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),1,
2023-05-08 10:13:33,2023-05-08 10:16:46,IP Address,92.184.106.43,100,192,True,2023-05-08 10:16:46,R_3PY4jRQbWYo98My,,,,,48.8323,2.4075,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 10:13:56,2023-05-08 10:18:38,IP Address,81.232.18.166,100,281,True,2023-05-08 10:18:39,R_1cZltnVNz0RZN2S,,,,,59.2517,18.1861,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Other or Prefer not to answer,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-08 10:15:46,2023-05-08 10:19:37,IP Address,91.162.230.251,100,231,True,2023-05-08 10:19:37,R_3Ph7NWkGtXFKbZZ,,,,,48.7756,2.3337,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Cooking,25,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Sometimes (1-4 times a week),3,
2023-05-08 10:22:17,2023-05-08 10:25:20,IP Address,131.111.5.184,100,183,True,2023-05-08 10:25:20,R_O6CPAau1qEZJ6Bb,,,,,52.1929,0.1256,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Restaurant,Cooking,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-08 10:29:48,2023-05-08 10:33:43,IP Address,147.12.251.16,100,234,True,2023-05-08 10:33:43,R_D7eblRxiCfLysmZ,,,,,51.5026,-0.066,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Restaurant,23,Female,2000-2500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-08 10:35:02,2023-05-08 10:39:44,IP Address,89.206.81.148,100,281,True,2023-05-08 10:39:44,R_2q1p3Zr4HGptPKf,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Restaurant,Restaurant,Cooking,,,,,,,,,19,Female,2000-2500 CHF,,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),2,
2023-05-08 10:39:50,2023-05-08 10:43:53,IP Address,37.166.162.30,100,242,True,2023-05-08 10:43:53,R_Bt4Z16tT0n1avnj,,,,,48.8582,2.3387,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 11:04:21,2023-05-08 11:06:10,IP Address,85.0.66.233,100,108,True,2023-05-08 11:06:11,R_3qF0gO6EeQvcjbt,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Restaurant,Delivery,Restaurant,Restaurant,Cooking,Restaurant,Restaurant,23,Female,< 1000 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-08 11:00:37,2023-05-08 11:08:25,IP Address,31.10.165.72,100,467,True,2023-05-08 11:08:25,R_w1qOBTSooh76pVL,,,,,46.9904,6.9339,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,21,Female,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Usually (5+ times/week on average),2,
2023-05-08 11:19:45,2023-05-08 11:24:43,IP Address,90.203.21.59,100,298,True,2023-05-08 11:24:44,R_2wHL1gP8rUclLLw,,,,,51.509,-0.1882,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Restaurant,23,Female,1000-1500 CHF,Low calorie diet,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Usually (5+ times/week on average),3,
2023-05-08 11:23:11,2023-05-08 11:26:45,IP Address,80.214.126.139,100,214,True,2023-05-08 11:26:46,R_28RP5ervxbfy0Tp,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,22,Male,2500-3000 CHF,,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),2,
2023-05-08 11:26:02,2023-05-08 11:33:34,IP Address,212.25.19.61,100,451,True,2023-05-08 11:33:35,R_XyLz5ETljwO1X9f,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,,,,,,,,,25,Female,2000-2500 CHF,High calorie diet,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),1,
2023-05-08 11:39:07,2023-05-08 11:42:52,IP Address,46.253.190.136,100,224,True,2023-05-08 11:42:52,R_2783D4xvQnRtOjV,,,,,47.5586,8.4693,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,24,Male,2000-2500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 11:41:16,2023-05-08 11:43:58,IP Address,195.176.113.221,100,161,True,2023-05-08 11:43:59,R_1Kyi1ZInVs2Tza3,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Delivery,Delivery,Delivery,Restaurant,Cooking,Restaurant,Restaurant,26,Female,1000-1500 CHF,,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Infrequently (a few times a month or less),3,
2023-05-08 11:44:04,2023-05-08 11:47:26,IP Address,80.214.27.91,100,201,True,2023-05-08 11:47:26,R_1PbBjnBETEupyt3,,,,,48.8323,2.4075,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 11:46:44,2023-05-08 11:54:23,IP Address,79.95.86.145,100,458,True,2023-05-08 11:54:24,R_xAel6ufZmjCVq7L,,,,,48.11,-1.6744,anonymous,EN,Cooking,Cooking,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Male,2000-2500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-08 11:54:39,2023-05-08 11:58:41,IP Address,86.242.133.9,100,242,True,2023-05-08 11:58:42,R_2wMEyVgS0gqPXyN,,,,,48.8948,2.2874,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,22,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),1,
2023-05-08 11:58:06,2023-05-08 12:02:07,IP Address,37.171.171.26,100,241,True,2023-05-08 12:02:07,R_yyJg3KaC4ErWbD3,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Delivery,Cooking,24,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 11:59:07,2023-05-08 12:03:11,IP Address,213.55.188.108,100,243,True,2023-05-08 12:03:11,R_2SwUyIscqkshn2e,,,,,47.2176,7.792,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Restaurant,22,Female,1000-1500 CHF,,Infrequently (a few times a month or less),Never,Usually (5+ times/week on average),3,
2023-05-08 12:14:43,2023-05-08 12:18:39,IP Address,134.3.203.56,100,235,True,2023-05-08 12:18:39,R_3D5cIv1tSjTCIPZ,,,,,47.7561,8.8365,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,22,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),2,
2023-05-08 12:51:32,2023-05-08 12:56:27,IP Address,37.167.60.105,100,295,True,2023-05-08 12:56:28,R_3fvCCxYfSNlHhUf,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,24,Male,1000-1500 CHF,High calorie diet,Usually (5+ times/week on average),Sometimes (1-4 times a week),Infrequently (a few times a month or less),2,
